"","item_no","index","IC_LT_alt_targ","IC_ST_alt_max","VLrc_real","Mpc","prog_name","orig_prog","discrimination","difficulty","guessing","inattention","answer"
"2736",2736,3266,10.03502109,12.99388189,11,0.494142086,"prog24_I-II-iii-I_2_min_6.mp3","original_prog24_I-II-iii-I.mp3",1.48242098468641,-0.94613985626169,0.16,0.97,2
"2737",2737,3239,12.13117475,12.87843415,16,0.758987225,"prog23_i-bVI-bVII-i_4_aug_4f.mp3","original_prog23_i-bVI-bVII-i.mp3",1.48242098468641,-1.1016985179378,0.16,0.97,4
"2738",2738,250,9.52460601,13.57937487,9,0.259739858,"prog02_I-IV-I-IV_4_min_2f.mp3","original_prog02_I-IV-I-IV.mp3",1.48242098468641,-0.829519015835956,0.16,0.97,4
"2739",2739,2562,10.80298531,12.78478819,7,0.622403636,"prog19_I-vi-IV-V_2_dim_0.mp3","original_prog19_I-vi-IV-V.mp3",1.48242098468641,-1.19325168047739,0.16,0.97,2
"2740",2740,3675,10.31532982,12.78478819,4,0.947912509,"prog27_I-IV-ii-bVII_2_maj_5f.mp3","original_prog27_I-IV-ii-bVII.mp3",1.48242098468641,-1.36317067518159,0.16,0.97,2
"2741",2741,4343,11.21228938,13.57937487,13,0.600184932,"prog31_i-bVII-i-bVII_4_min_4f.mp3","original_prog31_i-bVII-i-bVII.mp3",1.48242098468641,-1.02119454096145,0.16,0.97,4
"2742",2742,4424,10.52111795,12.99388189,12,0.443290865,"prog32_I-viio-IV-I_3_maj_3s.mp3","original_prog32_I-viio-IV-I.mp3",1.48242098468641,-0.929962613815645,0.16,0.97,3
"2743",2743,598,10.84237666,12.99388189,8,0.704981789,"prog05_I-bVII-IV-I_2_dim_5s.mp3","original_prog05_I-bVII-IV-I.mp3",1.48242098468641,-1.16815611487981,0.16,0.97,2
"2744",2744,76,11.00458779,12.87900881,10,0.569809353,"prog01_I-V-I-V_3_dim_3f.mp3","original_prog01_I-V-I-V.mp3",1.48242098468641,-1.05555170247557,0.16,0.97,3
"2745",2745,4051,8.251175445,12.87843415,4,0.852723303,"prog29_I-IV-V-IV_4_maj_5f.mp3","original_prog29_I-IV-V-IV.mp3",1.48242098468641,-1.1251223265127,0.16,0.97,4
"2746",2746,3814,8.897836105,12.78478819,14,0.742483976,"prog28_I-II-V-iii_2_maj_4f.mp3","original_prog28_I-II-V-iii.mp3",1.48242098468641,-0.822639897819598,0.16,0.97,2
"2747",2747,862,10.6174509,12.99388189,5,0.678859805,"prog07_I-II-V-I_2_min_2s.mp3","original_prog07_I-II-V-I.mp3",1.48242098468641,-1.227315054794,0.16,0.97,2
"2748",2748,1250,11.9022945,13.57937487,2,0.828625868,"prog09_I-II-I-II_4_dim_2s.mp3","original_prog09_I-II-I-II.mp3",1.48242098468641,-1.5571625048258,0.16,0.97,4
"2749",2749,5053,10.8534437,13.57937487,16,0.933428519,"prog36_I-viio-I-viio_4_min_6.mp3","original_prog36_I-viio-I-viio.mp3",1.48242098468641,-1.06903003470818,0.16,0.97,4
"2750",2750,2296,10.93332969,12.78478819,9,0.758987225,"prog17_i-bVI-bVII-bIII_2_aug_2s.mp3","original_prog17_i-bVI-bVII-bIII.mp3",1.48242098468641,-1.20978915380182,0.16,0.97,2
"2751",2751,302,10.76104194,12.99388189,3,0.839758303,"prog03_I-V-II-I_2_min_4s.mp3","original_prog03_I-V-II-I.mp3",1.48242098468641,-1.36842463352763,0.16,0.97,2
"2752",2752,1246,11.59655323,13.57937487,6,0.283908366,"prog09_I-II-I-II_4_dim_0.mp3","original_prog09_I-II-I-II.mp3",1.48242098468641,-1.13452316046275,0.16,0.97,4
"2753",2753,1745,9.786738284,12.99388189,17,0.580018445,"prog13_I-V-II-V_3_maj_3s.mp3","original_prog13_I-V-II-V.mp3",1.48242098468641,-0.750229626004587,0.16,0.97,3
"2754",2754,748,10.94644015,12.99388189,12,0.758987225,"prog06_I-IV-V-I_2_aug_4f.mp3","original_prog06_I-IV-V-I.mp3",1.48242098468641,-1.06051224769386,0.16,0.97,2
"2755",2755,4890,10.52111795,12.87843415,15,0.263660845,"prog35_I-V-bvo-V_4_maj_1s.mp3","original_prog35_I-V-bvo-V.mp3",1.48242098468641,-0.752915504401485,0.16,0.97,4
"2756",2756,3965,10.03502109,12.87843415,1,0.494142086,"prog29_I-IV-V-IV_2_min_3f.mp3","original_prog29_I-IV-V-IV.mp3",1.48242098468641,-1.18991177860503,0.16,0.97,2
"2757",2757,2405,10.31532982,12.87843415,12,0.947912509,"prog18_I-II-V-II_2_maj_4s.mp3","original_prog18_I-II-V-II.mp3",1.48242098468641,-1.11149407785129,0.16,0.97,2
"2758",2758,36,10.86305505,13.57937487,1,0.48744978,"prog01_I-V-I-V_2_aug_0.mp3","original_prog01_I-V-I-V.mp3",1.48242098468641,-1.2551293353153,0.16,0.97,2
"2759",2759,3152,10.62143525,3.698495583,8,-2.22e-16,"prog23_i-bVI-bVII-i_3_maj_2f.mp3","original_prog23_i-bVI-bVII-i.mp3",1.48242098468641,-0.848698258482612,0.16,0.97,3
"2760",2760,3313,10.85716335,12.99388189,18,0.839758303,"prog24_I-II-iii-I_3_min_6.mp3","original_prog24_I-II-iii-I.mp3",1.48242098468641,-0.937500360469622,0.16,0.97,3
"2761",2761,3099,12.46028914,12.87843415,9,0.818045437,"prog22_I-V-IV-V_4_aug_4s.mp3","original_prog22_I-V-IV-V.mp3",1.48242098468641,-1.34206860245338,0.16,0.97,4
"2762",2762,1554,9.806794706,13.57937487,8,0.580018445,"prog12_I-bVII-I-bVII_2_maj_2f.mp3","original_prog12_I-bVII-I-bVII.mp3",1.48242098468641,-1.0425346688767,0.16,0.97,2
"2763",2763,4360,11.61470549,13.57937487,1,0.758987225,"prog31_i-bVII-i-bVII_4_aug_0.mp3","original_prog31_i-bVII-i-bVII.mp3",1.48242098468641,-1.45936402243467,0.16,0.97,4
"2764",2764,3753,11.03045312,12.78478819,12,0.818045437,"prog27_I-IV-ii-bVII_3_aug_2s.mp3","original_prog27_I-IV-ii-bVII.mp3",1.48242098468641,-1.12730785146754,0.16,0.97,3
"2765",2765,5010,10.95366093,12.87900881,2,0.668743032,"prog36_I-viio-I-viio_3_dim_2s.mp3","original_prog36_I-viio-I-viio.mp3",1.48242098468641,-1.34324972857632,0.16,0.97,3
"2766",2766,4378,9.846291646,12.99388189,6,0.600184932,"prog32_I-viio-IV-I_2_maj_3s.mp3","original_prog32_I-viio-IV-I.mp3",1.48242098468641,-1.07553945086564,0.16,0.97,2
"2767",2767,973,11.6515456,12.87843415,2,0.72522931,"prog07_I-II-V-I_4_dim_5f.mp3","original_prog07_I-II-V-I.mp3",1.48242098468641,-1.41376523392741,0.16,0.97,4
"2768",2768,2333,11.05397824,12.78478819,8,0.650691677,"prog17_i-bVI-bVII-bIII_3_dim_3s.mp3","original_prog17_i-bVI-bVII-bIII.mp3",1.48242098468641,-1.16620252632286,0.16,0.97,3
"2769",2769,170,10.92454067,13.57937487,9,0.569809353,"prog02_I-IV-I-IV_2_dim_3f.mp3","original_prog02_I-IV-I-IV.mp3",1.48242098468641,-1.11118650706533,0.16,0.97,2
"2770",2770,1856,10.6174509,12.87843415,26,0.678859805,"prog14_I-bVII-I-IV_2_min_6.mp3","original_prog14_I-bVII-I-IV.mp3",1.48242098468641,-0.606632412028689,0.16,0.97,2
"2771",2771,2196,11.02430432,12.99388189,6,0.72522931,"prog16_I-bVII-IV-bVII_3_dim_5s.mp3","original_prog16_I-bVII-IV-bVII.mp3",1.48242098468641,-1.26953798545178,0.16,0.97,3
"2772",2772,4521,9.846291646,13.57937487,13,0.600184932,"prog33_I-ii-I-ii_2_maj_4s.mp3","original_prog33_I-ii-I-ii.mp3",1.48242098468641,-0.910443282901594,0.16,0.97,2
"2773",2773,581,10.6174509,12.99388189,1,0.860980469,"prog05_I-bVII-IV-I_2_min_3f.mp3","original_prog05_I-bVII-IV-I.mp3",1.48242098468641,-1.44153746330707,0.16,0.97,2
"2774",2774,2908,11.03045312,12.87843415,11,0.818045437,"prog21_I-IV-I-bVII_3_aug_3f.mp3","original_prog21_I-IV-I-bVII.mp3",1.48242098468641,-1.17897226127116,0.16,0.97,3
"2775",2775,1365,7.167333871,13.57872648,8,0.742483976,"prog10_I-IV-I-V_4_maj_1s.mp3","original_prog10_I-IV-I-V.mp3",1.48242098468641,-0.849423392759424,0.16,0.97,4
"2776",2776,4786,10.97556041,12.87843415,17,0.493713246,"prog34_I-V-bvo-I_4_aug_2f.mp3","original_prog34_I-V-bvo-I.mp3",1.48242098468641,-0.808526970654192,0.16,0.97,4
"2777",2777,636,10.90274896,12.99388189,6,0.622403636,"prog05_I-bVII-IV-I_3_dim_1f.mp3","original_prog05_I-bVII-IV-I.mp3",1.48242098468641,-1.20469593274438,0.16,0.97,3
"2778",2778,3569,10.94644015,12.87843415,9,0.48744978,"prog26_I-V-I-II_2_aug_4s.mp3","original_prog26_I-V-I-II.mp3",1.48242098468641,-1.08568208967614,0.16,0.97,2
"2779",2779,368,11.02648727,12.99388189,9,0.758987225,"prog03_I-V-II-I_3_aug_2f.mp3","original_prog03_I-V-II-I.mp3",1.48242098468641,-1.22662156304206,0.16,0.97,3
"2780",2780,1002,10.17887743,12.99388189,9,0.259739858,"prog08_I-IV-bVII-I_2_min_2f.mp3","original_prog08_I-IV-bVII-I.mp3",1.48242098468641,-0.899040782187913,0.16,0.97,2
"2781",2781,2121,8.316537334,12.87843415,9,0.415467213,"prog16_I-bVII-IV-bVII_2_maj_3s.mp3","original_prog16_I-bVII-IV-bVII.mp3",1.48242098468641,-0.757179261246349,0.16,0.97,2
"2782",2782,4937,8.134381779,13.57937487,10,0.415467213,"prog36_I-viio-I-viio_2_maj_1f.mp3","original_prog36_I-viio-I-viio.mp3",1.48242098468641,-0.721470422290841,0.16,0.97,2
"2783",2783,2534,11.67344508,12.87843415,13,0.48744978,"prog18_I-II-V-II_4_aug_4f.mp3","original_prog18_I-II-V-II.mp3",1.48242098468641,-1.02345025950302,0.16,0.97,4
"2784",2784,777,11.00855363,12.99388189,10,0.444469445,"prog06_I-IV-V-I_3_dim_1f.mp3","original_prog06_I-IV-V-I.mp3",1.48242098468641,-1.01894363404109,0.16,0.97,3
"2785",2785,2878,9.810973014,12.87843415,12,0.852723303,"prog21_I-IV-I-bVII_3_maj_6.mp3","original_prog21_I-IV-I-bVII.mp3",1.48242098468641,-1.04598992352984,0.16,0.97,3
"2786",2786,2381,11.98771992,12.78478819,12,0.54559929,"prog17_i-bVI-bVII-bIII_4_dim_4f.mp3","original_prog17_i-bVI-bVII-bIII.mp3",1.48242098468641,-1.09290327060661,0.16,0.97,4
"2787",2787,91,11.02648727,12.87900881,5,0.758987225,"prog01_I-V-I-V_3_aug_4s.mp3","original_prog01_I-V-I-V.mp3",1.48242098468641,-1.33775118756897,0.16,0.97,3
"2788",2788,3193,11.07587772,12.99388189,13,0.818045437,"prog23_i-bVI-bVII-i_3_aug_4s.mp3","original_prog23_i-bVI-bVII-i.mp3",1.48242098468641,-1.07821442437147,0.16,0.97,3
"2789",2789,4457,10.97556041,12.99388189,7,0.493713246,"prog32_I-viio-IV-I_3_aug_2f.mp3","original_prog32_I-viio-IV-I.mp3",1.48242098468641,-1.09956846383115,0.16,0.97,3
"2790",2790,3082,12.31683431,12.87843415,10,0.622403636,"prog22_I-V-IV-V_4_dim_2f.mp3","original_prog22_I-V-IV-V.mp3",1.48242098468641,-1.25763462651608,0.16,0.97,4
"2791",2791,2935,11.7197773,13.57872648,8,0.839758303,"prog21_I-IV-I-bVII_4_min_5f.mp3","original_prog21_I-IV-I-bVII.mp3",1.48242098468641,-1.2912132441146,0.16,0.97,4
"2792",2792,659,11.43880599,3.583047842,8,-2.22e-16,"prog05_I-bVII-IV-I_4_maj_1f.mp3","original_prog05_I-bVII-IV-I.mp3",1.48242098468641,-0.920931826599108,0.16,0.97,4
"2793",2793,774,10.70146387,12.99388189,7,0.860980469,"prog06_I-IV-V-I_3_min_5s.mp3","original_prog06_I-IV-V-I.mp3",1.48242098468641,-1.28123010523769,0.16,0.97,3
"2794",2794,1233,10.58827092,13.57937487,12,0.580018445,"prog09_I-II-I-II_4_maj_6.mp3","original_prog09_I-II-I-II.mp3",1.48242098468641,-0.961222449898865,0.16,0.97,4
"2795",2795,3053,11.02648727,12.99388189,7,0.48744978,"prog22_I-V-IV-V_3_aug_5f.mp3","original_prog22_I-V-IV-V.mp3",1.48242098468641,-1.15359944732307,0.16,0.97,3
"2796",2796,438,9.444154155,12.99388189,9,0.655551937,"prog04_I-V-IV-I_2_min_2f.mp3","original_prog04_I-V-IV-I.mp3",1.48242098468641,-0.993120837450385,0.16,0.97,2
"2797",2797,3789,11.60996194,12.78478819,18,0.828625868,"prog27_I-IV-ii-bVII_4_dim_3f.mp3","original_prog27_I-IV-ii-bVII.mp3",1.48242098468641,-1.03252181527563,0.16,0.97,4
"2798",2798,691,11.87134898,12.87843415,2,0.569809353,"prog05_I-bVII-IV-I_4_dim_5f.mp3","original_prog05_I-bVII-IV-I.mp3",1.48242098468641,-1.37534293983154,0.16,0.97,4
"2799",2799,4368,11.61470549,13.57937487,13,0.758987225,"prog31_i-bVII-i-bVII_4_aug_4s.mp3","original_prog31_i-bVII-i-bVII.mp3",1.48242098468641,-1.12981153487611,0.16,0.97,4
"2800",2800,2721,10.94644015,12.99388189,2,0.818045437,"prog20_I-ii-bVII-I_2_aug_3s.mp3","original_prog20_I-ii-bVII-I.mp3",1.48242098468641,-1.40611291586773,0.16,0.97,2
"2801",2801,3101,12.46028914,12.87843415,3,0.758987225,"prog22_I-V-IV-V_4_aug_5s.mp3","original_prog22_I-V-IV-V.mp3",1.48242098468641,-1.51233171458109,0.16,0.97,4
"2802",2802,912,10.32484184,12.99388189,9,0.860980469,"prog07_I-II-V-I_3_min_4f.mp3","original_prog07_I-II-V-I.mp3",1.48242098468641,-1.15231603066003,0.16,0.97,3
"2803",2803,3917,9.314808825,12.78478819,9,0.7487108,"prog28_I-II-V-iii_4_min_2s.mp3","original_prog28_I-II-V-iii.mp3",1.48242098468641,-1.04454883729465,0.16,0.97,4
"2804",2804,737,10.84237666,12.99388189,9,0.704981789,"prog06_I-IV-V-I_2_dim_4s.mp3","original_prog06_I-IV-V-I.mp3",1.48242098468641,-1.14433275276086,0.16,0.97,2
"2805",2805,3187,11.07587772,12.99388189,7,0.758987225,"prog23_i-bVI-bVII-i_3_aug_1s.mp3","original_prog23_i-bVI-bVII-i.mp3",1.48242098468641,-1.24588298221485,0.16,0.97,3
"2806",2806,3472,11.04256156,12.87843415,12,0.758987225,"prog25_I-II-I-V_3_aug_3f.mp3","original_prog25_I-II-I-V.mp3",1.48242098468641,-1.09896070687455,0.16,0.97,3
"2807",2807,1400,11.63225189,13.57872648,11,0.274970546,"prog10_I-IV-I-V_4_aug_1f.mp3","original_prog10_I-IV-I-V.mp3",1.48242098468641,-0.958561470988328,0.16,0.97,4
"2808",2808,2084,7.105510844,13.57872648,5,0.259739858,"prog15_I-V-I-IV_4_min_2s.mp3","original_prog15_I-V-I-IV.mp3",1.48242098468641,-0.678570130484657,0.16,0.97,4
"2809",2809,1914,10.90274896,12.87843415,14,0.54559929,"prog14_I-bVII-I-IV_3_dim_5s.mp3","original_prog14_I-bVII-I-IV.mp3",1.48242098468641,-0.938022072641228,0.16,0.97,3
"2810",2810,2110,11.88406437,13.57872648,11,0.818045437,"prog15_I-V-I-IV_4_aug_3s.mp3","original_prog15_I-V-I-IV.mp3",1.48242098468641,-1.25263082481817,0.16,0.97,4
"2811",2811,746,10.94644015,12.99388189,5,0.274970546,"prog06_I-IV-V-I_2_aug_3f.mp3","original_prog06_I-IV-V-I.mp3",1.48242098468641,-1.11890445030976,0.16,0.97,2
"2812",2812,1000,10.25656879,12.99388189,7,0.496172429,"prog08_I-IV-bVII-I_2_min_1f.mp3","original_prog08_I-IV-bVII-I.mp3",1.48242098468641,-1.07287148605791,0.16,0.97,2
"2813",2813,47,10.94644015,13.57937487,13,0.758987225,"prog01_I-V-I-V_2_aug_6.mp3","original_prog01_I-V-I-V.mp3",1.48242098468641,-1.04282216842406,0.16,0.97,2
"2814",2814,4058,8.744331443,12.87843415,5,0.241603715,"prog29_I-IV-V-IV_4_min_2s.mp3","original_prog29_I-IV-V-IV.mp3",1.48242098468641,-0.854026046063195,0.16,0.97,4
"2815",2815,1451,10.94644015,12.87843415,5,0.274970546,"prog11_I-IV-bVII-IV_2_aug_3f.mp3","original_prog11_I-IV-bVII-IV.mp3",1.48242098468641,-1.06520296194549,0.16,0.97,2
"2816",2816,4432,9.529665087,12.99388189,5,0.622403636,"prog32_I-viio-IV-I_3_min_1s.mp3","original_prog32_I-viio-IV-I.mp3",1.48242098468641,-1.09865696635432,0.16,0.97,3
"2817",2817,2629,11.02686296,12.78478819,5,0.48744978,"prog19_I-vi-IV-V_3_aug_4s.mp3","original_prog19_I-vi-IV-V.mp3",1.48242098468641,-1.18758078932387,0.16,0.97,3
"2818",2818,211,10.70146387,12.87900881,11,0.860980469,"prog02_I-IV-I-IV_3_min_6.mp3","original_prog02_I-IV-I-IV.mp3",1.48242098468641,-1.14624279048571,0.16,0.97,3
"2819",2819,1644,11.0462038,12.87900881,17,0.758987225,"prog12_I-bVII-I-bVII_3_aug_5s.mp3","original_prog12_I-bVII-I-bVII.mp3",1.48242098468641,-0.954052466848169,0.16,0.97,3
"2820",2820,1266,12.08409367,13.57937487,5,0.818045437,"prog09_I-II-I-II_4_aug_4s.mp3","original_prog09_I-II-I-II.mp3",1.48242098468641,-1.4495133180344,0.16,0.97,4
"2821",2821,5037,7.218372945,13.57937487,10,0.580018445,"prog36_I-viio-I-viio_4_maj_4f.mp3","original_prog36_I-viio-I-viio.mp3",1.48242098468641,-0.690726284176533,0.16,0.97,4
"2822",2822,3453,10.81990368,12.87843415,14,0.860980469,"prog25_I-II-I-V_3_min_5s.mp3","original_prog25_I-II-I-V.mp3",1.48242098468641,-1.08358559303333,0.16,0.97,3
"2823",2823,4071,12.09231085,12.87843415,9,0.54559929,"prog29_I-IV-V-IV_4_dim_3f.mp3","original_prog29_I-IV-V-IV.mp3",1.48242098468641,-1.21319996318713,0.16,0.97,4
"2824",2824,2038,9.802011094,12.87843415,1,0.494142086,"prog15_I-V-I-IV_3_min_3f.mp3","original_prog15_I-V-I-IV.mp3",1.48242098468641,-1.18426064424101,0.16,0.97,3
"2825",2825,2320,8.937491909,12.78478819,1,0.655551937,"prog17_i-bVI-bVII-bIII_3_min_3f.mp3","original_prog17_i-bVI-bVII-bIII.mp3",1.48242098468641,-1.19693915887971,0.16,0.97,3
"2826",2826,2585,10.94644015,12.78478819,10,0.818045437,"prog19_I-vi-IV-V_2_aug_6.mp3","original_prog19_I-vi-IV-V.mp3",1.48242098468641,-1.15971893665085,0.16,0.97,2
"2827",2827,1973,11.87171977,13.57872648,3,0.274970546,"prog14_I-bVII-I-IV_4_aug_5s.mp3","original_prog14_I-bVII-I-IV.mp3",1.48242098468641,-1.2427037049923,0.16,0.97,4
"2828",2828,431,9.806794706,12.99388189,10,0.852723303,"prog04_I-V-IV-I_2_maj_4s.mp3","original_prog04_I-V-IV-I.mp3",1.48242098468641,-1.0913945909034,0.16,0.97,2
"2829",2829,2916,1.904587935,2.477626232,8,0.415467213,"prog21_I-IV-I-bVII_4_maj_1s.mp3","original_prog21_I-IV-I-bVII.mp3",1.48242098468641,-0.168430009518502,0.16,0.97,4
"2830",2830,4475,10.39306413,12.87843415,18,0.947912509,"prog32_I-viio-IV-I_4_maj_5s.mp3","original_prog32_I-viio-IV-I.mp3",1.48242098468641,-0.97489459593131,0.16,0.97,4
"2831",2831,5059,11.00835966,13.57937487,9,0.704981789,"prog36_I-viio-I-viio_4_dim_3s.mp3","original_prog36_I-viio-I-viio.mp3",1.48242098468641,-1.1756817736328,0.16,0.97,4
"2832",2832,2762,11.01518908,12.99388189,1,0.48744978,"prog20_I-ii-bVII-I_3_aug_0.mp3","original_prog20_I-ii-bVII-I.mp3",1.48242098468641,-1.32068762638016,0.16,0.97,3
"2833",2833,4077,12.05396652,12.87843415,8,0.828625868,"prog29_I-IV-V-IV_4_dim_6.mp3","original_prog29_I-IV-V-IV.mp3",1.48242098468641,-1.36035455350735,0.16,0.97,4
"2834",2834,1989,9.444154155,12.87843415,9,0.655551937,"prog15_I-V-I-IV_2_min_2f.mp3","original_prog15_I-V-I-IV.mp3",1.48242098468641,-1.01110295098198,0.16,0.97,2
"2835",2835,567,9.806794706,12.99388189,8,0.580018445,"prog05_I-bVII-IV-I_2_maj_2f.mp3","original_prog05_I-bVII-IV-I.mp3",1.48242098468641,-1.03081491616332,0.16,0.97,2
"2836",2836,2154,10.94644015,12.87843415,7,0.274970546,"prog16_I-bVII-IV-bVII_2_aug_2f.mp3","original_prog16_I-bVII-IV-bVII.mp3",1.48242098468641,-1.01473605553125,0.16,0.97,2
"2837",2837,1387,11.88327603,13.57872648,7,0.444469445,"prog10_I-IV-I-V_4_dim_0.mp3","original_prog10_I-IV-I-V.mp3",1.48242098468641,-1.19895655751723,0.16,0.97,4
"2838",2838,4386,9.538049423,12.99388189,14,0.259739858,"prog32_I-viio-IV-I_2_min_1s.mp3","original_prog32_I-viio-IV-I.mp3",1.48242098468641,-0.689655835094225,0.16,0.97,2
"2839",2839,1855,10.72378227,12.87843415,7,0.860980469,"prog14_I-bVII-I-IV_2_min_5s.mp3","original_prog14_I-bVII-I-IV.mp3",1.48242098468641,-1.27646213494099,0.16,0.97,2
"2840",2840,1814,11.75955603,12.87843415,2,0.444469445,"prog13_I-V-II-V_4_dim_2s.mp3","original_prog13_I-V-II-V.mp3",1.48242098468641,-1.33657733855975,0.16,0.97,4
"2841",2841,3070,9.624852357,12.87843415,13,0.241603715,"prog22_I-V-IV-V_4_min_2f.mp3","original_prog22_I-V-IV-V.mp3",1.48242098468641,-0.717099152758,0.16,0.97,4
"2842",2842,3399,8.927562055,12.87843415,14,0.241603715,"prog25_I-II-I-V_2_min_2f.mp3","original_prog25_I-II-I-V.mp3",1.48242098468641,-0.620467041364722,0.16,0.97,2
"2843",2843,893,10.94644015,12.99388189,13,0.274970546,"prog07_I-II-V-I_2_aug_6.mp3","original_prog07_I-II-V-I.mp3",1.48242098468641,-0.840510224597881,0.16,0.97,2
"2844",2844,1666,11.72861646,13.57937487,8,0.839758303,"prog12_I-bVII-I-bVII_4_min_5f.mp3","original_prog12_I-bVII-I-bVII.mp3",1.48242098468641,-1.32879094566554,0.16,0.97,4
"2845",2845,487,10.69749802,12.99388189,1,0.860980469,"prog04_I-V-IV-I_3_min_3f.mp3","original_prog04_I-V-IV-I.mp3",1.48242098468641,-1.42840739936781,0.16,0.97,3
"2846",2846,2393,12.13117475,12.78478819,9,0.758987225,"prog17_i-bVI-bVII-bIII_4_aug_4f.mp3","original_prog17_i-bVI-bVII-bIII.mp3",1.48242098468641,-1.30507470486081,0.16,0.97,4
"2847",2847,4907,10.7901622,12.87843415,9,0.569809353,"prog35_I-V-bvo-V_4_min_4f.mp3","original_prog35_I-V-bvo-V.mp3",1.48242098468641,-1.07791685747227,0.16,0.97,4
"2848",2848,3510,12.06219419,13.57872648,10,0.650691677,"prog25_I-II-I-V_4_dim_4s.mp3","original_prog25_I-II-I-V.mp3",1.48242098468641,-1.23707838294404,0.16,0.97,4
"2849",2849,4936,10.49199768,2.69979162,18,-2.22e-16,"prog36_I-viio-I-viio_2_maj_0.mp3","original_prog36_I-viio-I-viio.mp3",1.48242098468641,-0.541880926636993,0.16,0.97,2
"2850",2850,1903,10.13478475,12.87843415,11,0.494142086,"prog14_I-bVII-I-IV_3_min_6.mp3","original_prog14_I-bVII-I-IV.mp3",1.48242098468641,-0.933075562451312,0.16,0.97,3
"2851",2851,381,8.90778401,12.87843415,13,0.852723303,"prog03_I-V-II-I_4_maj_3f.mp3","original_prog03_I-V-II-I.mp3",1.48242098468641,-0.93541593284001,0.16,0.97,4
"2852",2852,3145,10.93332969,12.99388189,5,0.48744978,"prog23_i-bVI-bVII-i_2_aug_4f.mp3","original_prog23_i-bVI-bVII-i.mp3",1.48242098468641,-1.18492375120193,0.16,0.97,2
"2853",2853,100,9.574317494,13.57937487,6,0.580018445,"prog01_I-V-I-V_4_maj_3s.mp3","original_prog01_I-V-I-V.mp3",1.48242098468641,-1.08029983604223,0.16,0.97,4
"2854",2854,2251,11.89324846,12.87843415,10,0.818045437,"prog16_I-bVII-IV-bVII_4_aug_3s.mp3","original_prog16_I-bVII-IV-bVII.mp3",1.48242098468641,-1.27976038334722,0.16,0.97,4
"2855",2855,4247,9.979494231,13.57937487,1,0.742483976,"prog31_i-bVII-i-bVII_2_min_3f.mp3","original_prog31_i-bVII-i-bVII.mp3",1.48242098468641,-1.28639287407501,0.16,0.97,2
"2856",2856,4606,11.01518908,12.87900881,11,0.48744978,"prog33_I-ii-I-ii_3_aug_6.mp3","original_prog33_I-ii-I-ii.mp3",1.48242098468641,-1.00776030611053,0.16,0.97,3
"2857",2857,866,10.68746071,12.99388189,3,0.933428519,"prog07_I-II-V-I_2_min_4s.mp3","original_prog07_I-II-V-I.mp3",1.48242098468641,-1.39100796435064,0.16,0.97,2
"2858",2858,1698,10.01607132,12.87843415,6,0.580018445,"prog13_I-V-II-V_2_maj_3s.mp3","original_prog13_I-V-II-V.mp3",1.48242098468641,-1.08238954018209,0.16,0.97,2
"2859",2859,766,10.80779523,12.99388189,9,0.860980469,"prog06_I-IV-V-I_3_min_1s.mp3","original_prog06_I-IV-V-I.mp3",1.48242098468641,-1.23079024845092,0.16,0.97,3
"2860",2860,2318,6.772062077,12.78478819,9,0.241603715,"prog17_i-bVI-bVII-bIII_3_min_2f.mp3","original_prog17_i-bVI-bVII-bIII.mp3",1.48242098468641,-0.506752047454309,0.16,0.97,3
"2861",2861,1375,8.763811632,13.57872648,5,0.259739858,"prog10_I-IV-I-V_4_min_0.mp3","original_prog10_I-IV-I-V.mp3",1.48242098468641,-0.839070979518201,0.16,0.97,4
"2862",2862,1018,10.80298531,12.99388189,10,0.54559929,"prog08_I-IV-bVII-I_2_dim_4f.mp3","original_prog08_I-IV-bVII-I.mp3",1.48242098468641,-1.05090465055288,0.16,0.97,2
"2863",2863,4305,11.02395151,12.87900881,12,0.444469445,"prog31_i-bVII-i-bVII_3_dim_2s.mp3","original_prog31_i-bVII-i-bVII.mp3",1.48242098468641,-0.988467126151086,0.16,0.97,3
"2864",2864,1966,11.91401468,13.57872648,7,0.48744978,"prog14_I-bVII-I-IV_4_aug_2f.mp3","original_prog14_I-bVII-I-IV.mp3",1.48242098468641,-1.21628028334646,0.16,0.97,4
"2865",2865,2957,11.90517552,13.57872648,9,0.818045437,"prog21_I-IV-I-bVII_4_aug_4f.mp3","original_prog21_I-IV-I-bVII.mp3",1.48242098468641,-1.31189581016778,0.16,0.97,4
"2866",2866,427,9.846291646,12.99388189,8,0.600184932,"prog04_I-V-IV-I_2_maj_2s.mp3","original_prog04_I-V-IV-I.mp3",1.48242098468641,-1.02316803059164,0.16,0.97,2
"2867",2867,4771,10.95366093,12.87843415,18,0.580337783,"prog34_I-V-bvo-I_4_dim_0.mp3","original_prog34_I-V-bvo-I.mp3",1.48242098468641,-0.865242851958667,0.16,0.97,4
"2868",2868,1178,8.86179175,12.87900881,16,0.580018445,"prog09_I-II-I-II_3_maj_2f.mp3","original_prog09_I-II-I-II.mp3",1.48242098468641,-0.681333588751457,0.16,0.97,3
"2869",2869,3719,9.326797773,12.78478819,11,0.600184932,"prog27_I-IV-ii-bVII_3_maj_3f.mp3","original_prog27_I-IV-ii-bVII.mp3",1.48242098468641,-0.884258803722095,0.16,0.97,3
